month,product_id,product_name,category,demand,revenue,number_of_orders
2025-05-01,P1032,Body Lotion,Beauty & Personal Care,154,213608.21,46
2025-05-01,P1033,Perfume,Beauty & Personal Care,181,231132.9,46
2025-05-01,P1034,Hair Dryer,Beauty & Personal Care,287,1370244.1600000001,46
2025-05-01,P1035,Trimmer,Beauty & Personal Care,486,971967.0,52
2025-05-01,P1036,Sunscreen,Beauty & Personal Care,231,1020780.34,47
2025-05-01,P1037,Lip Balm,Beauty & Personal Care,437,1390366.46,47
2025-05-01,P1038,Face Mask Pack,Beauty & Personal Care,94,368367.71,35
2025-05-01,P1039,Hair Oil,Beauty & Personal Care,285,726670.42,46
2025-05-01,P1040,Basmati Rice 5kg,Grocery,459,1325832.81,47
2025-05-01,P1041,Cooking Oil 1L,Grocery,1135,2835062.58,48
2025-05-01,P1042,Green Tea Box,Grocery,359,377212.01,44
2025-05-01,P1043,Almonds 500g,Grocery,384,1387236.98,44
2025-05-01,P1044,Instant Noodles Pack,Grocery,444,644971.65,44
2025-05-01,P1045,Coffee Powder,Grocery,467,106095.14,43
2025-05-01,P1046,Honey Jar,Grocery,467,1489070.93,41
2025-05-01,P1047,Protein Bar Pack,Grocery,98,94451.81,36
2025-05-01,P1048,Peanut Butter,Grocery,122,570655.1,37
2025-05-01,P1049,Oats Pack,Grocery,257,1212335.27,47
2025-05-01,P1050,Yoga Mat,Sports & Fitness,110,497715.97,33
2025-05-01,P1051,Dumbbell Set,Sports & Fitness,388,731994.35,50
2025-05-01,P1052,Resistance Bands,Sports & Fitness,151,26515.31,36
2025-05-01,P1053,Skipping Rope,Sports & Fitness,882,4039450.11,47
2025-05-01,P1054,Cricket Bat,Sports & Fitness,185,403574.71,45
2025-05-01,P1055,Football,Sports & Fitness,316,1509328.3,46
2025-05-01,P1056,Water Bottle,Sports & Fitness,701,3292274.63,46
2025-05-01,P1057,Fitness Tracker Band,Sports & Fitness,166,707227.13,47
2025-05-01,P1058,Gym Gloves,Sports & Fitness,125,189631.79,40
2025-05-01,P1059,Badminton Racket,Sports & Fitness,236,464843.11,44
2025-06-01,P1000,Wireless Earbuds,Electronics,99,440351.49,33
2025-06-01,P1001,Smartwatch,Electronics,194,603796.74,37
2025-06-01,P1002,Bluetooth Speaker,Electronics,450,785197.99,46
2025-06-01,P1003,Power Bank,Electronics,62,111471.88,29
2025-06-01,P1004,USB-C Cable,Electronics,285,1029617.6699999999,47
2025-06-01,P1005,Laptop Stand,Electronics,696,3066441.92,42
2025-06-01,P1006,Webcam,Electronics,733,3224414.12,46
2025-06-01,P1007,Gaming Mouse,Electronics,545,2087545.32,41
2025-06-01,P1008,Mechanical Keyboard,Electronics,149,476059.12,43
2025-06-01,P1009,LED Monitor,Electronics,291,148581.21,44
2025-06-01,P1010,Men's T-Shirt,Fashion,302,269649.86,47
2025-06-01,P1011,Women's Kurti,Fashion,277,1237562.31,38
2025-06-01,P1012,Denim Jeans,Fashion,557,1688669.1600000001,48
2025-06-01,P1013,Running Shoes,Fashion,474,70062.51,40
2025-06-01,P1014,Formal Shirt,Fashion,585,350004.47000000003,47
2025-06-01,P1015,Winter Jacket,Fashion,286,947769.65,42
2025-06-01,P1016,Leather Wallet,Fashion,213,26901.11,43
2025-06-01,P1017,Sunglasses,Fashion,728,651318.9,46
2025-06-01,P1018,Backpack,Fashion,323,885463.62,40
2025-06-01,P1019,Sneakers,Fashion,161,555238.26,37
2025-06-01,P1020,Non-stick Pan,Home & Kitchen,247,802841.21,43
2025-06-01,P1021,Electric Kettle,Home & Kitchen,602,717225.67,50
2025-06-01,P1022,Mixer Grinder,Home & Kitchen,117,414105.3,41
2025-06-01,P1023,LED Bulb Pack,Home & Kitchen,222,278093.05,42
2025-06-01,P1024,Storage Containers,Home & Kitchen,482,806940.33,52
2025-06-01,P1025,Bedsheet Set,Home & Kitchen,410,1521289.8,52
2025-06-01,P1026,Curtains,Home & Kitchen,465,1507658.1,44
2025-06-01,P1027,Air Freshener,Home & Kitchen,521,2188191.31,51
2025-06-01,P1028,Vacuum Cleaner,Home & Kitchen,162,530079.3,38
2025-06-01,P1029,Table Lamp,Home & Kitchen,357,1012642.77,46
2025-06-01,P1030,Face Wash,Beauty & Personal Care,327,183713.83,42
2025-06-01,P1031,Shampoo,Beauty & Personal Care,470,886658.42,49
2025-06-01,P1032,Body Lotion,Beauty & Personal Care,138,191018.6,39
2025-06-01,P1033,Perfume,Beauty & Personal Care,248,319032.77,44
2025-06-01,P1034,Hair Dryer,Beauty & Personal Care,232,1110759.88,43
2025-06-01,P1035,Trimmer,Beauty & Personal Care,505,1029652.66,49
2025-06-01,P1036,Sunscreen,Beauty & Personal Care,224,999834.5800000001,43
2025-06-01,P1037,Lip Balm,Beauty & Personal Care,417,1314403.86,46
2025-06-01,P1038,Face Mask Pack,Beauty & Personal Care,64,249368.98,26
2025-06-01,P1039,Hair Oil,Beauty & Personal Care,288,729719.1,42
2025-06-01,P1040,Basmati Rice 5kg,Grocery,428,1234696.99,40
2025-06-01,P1041,Cooking Oil 1L,Grocery,1224,3015726.54,45
2025-06-01,P1042,Green Tea Box,Grocery,392,409424.16,48
2025-06-01,P1043,Almonds 500g,Grocery,339,1226774.62,41
2025-06-01,P1044,Instant Noodles Pack,Grocery,381,554328.37,41
2025-06-01,P1045,Coffee Powder,Grocery,414,94296.6,42
2025-06-01,P1046,Honey Jar,Grocery,439,1403666.04,44
2025-06-01,P1047,Protein Bar Pack,Grocery,116,111986.24,38
2025-06-01,P1048,Peanut Butter,Grocery,147,685136.37,38
2025-06-01,P1049,Oats Pack,Grocery,319,1506385.91,45
2025-06-01,P1050,Yoga Mat,Sports & Fitness,95,430392.56,31
2025-06-01,P1051,Dumbbell Set,Sports & Fitness,350,661385.87,53
2025-06-01,P1052,Resistance Bands,Sports & Fitness,124,21962.57,37
2025-06-01,P1053,Skipping Rope,Sports & Fitness,940,4339362.1,47
2025-06-01,P1054,Cricket Bat,Sports & Fitness,199,434981.64,43
2025-06-01,P1055,Football,Sports & Fitness,277,1313422.27,42
2025-06-01,P1056,Water Bottle,Sports & Fitness,722,3412651.29,42
2025-06-01,P1057,Fitness Tracker Band,Sports & Fitness,172,728729.01,39
2025-06-01,P1058,Gym Gloves,Sports & Fitness,113,172846.19,39
2025-06-01,P1059,Badminton Racket,Sports & Fitness,220,436833.36,39
2025-07-01,P1000,Wireless Earbuds,Electronics,89,394827.68,35
2025-07-01,P1001,Smartwatch,Electronics,154,486375.25,32
2025-07-01,P1002,Bluetooth Speaker,Electronics,379,662515.21,43
2025-07-01,P1003,Power Bank,Electronics,91,161743.34,34
2025-07-01,P1004,USB-C Cable,Electronics,250,905954.8200000001,46
2025-07-01,P1005,Laptop Stand,Electronics,643,2846026.06,42
2025-07-01,P1006,Webcam,Electronics,756,3336630.5300000003,47
2025-07-01,P1007,Gaming Mouse,Electronics,547,2109260.02,51
2025-07-01,P1008,Mechanical Keyboard,Electronics,170,540394.79,45
2025-07-01,P1009,LED Monitor,Electronics,287,147369.05,46
2025-07-01,P1010,Men's T-Shirt,Fashion,358,317556.2,43
2025-07-01,P1011,Women's Kurti,Fashion,252,1116194.12,40
2025-07-01,P1012,Denim Jeans,Fashion,646,1962556.14,52
2025-07-01,P1013,Running Shoes,Fashion,392,57462.12,42
2025-07-01,P1014,Formal Shirt,Fashion,572,340614.69,48
2025-07-01,P1015,Winter Jacket,Fashion,299,982594.95,49
2025-07-01,P1016,Leather Wallet,Fashion,137,17579.58,38
2025-07-01,P1017,Sunglasses,Fashion,737,660405.82,45
2025-07-01,P1018,Backpack,Fashion,276,765939.26,45
2025-07-01,P1019,Sneakers,Fashion,156,537614.35,40
2025-07-01,P1020,Non-stick Pan,Home & Kitchen,251,817118.93,47
2025-07-01,P1021,Electric Kettle,Home & Kitchen,564,669524.46,52
2025-07-01,P1022,Mixer Grinder,Home & Kitchen,118,418251.5,44
2025-07-01,P1023,LED Bulb Pack,Home & Kitchen,237,295274.89,42
2025-07-01,P1024,Storage Containers,Home & Kitchen,530,880342.89,46
2025-07-01,P1025,Bedsheet Set,Home & Kitchen,425,1573268.29,47
2025-07-01,P1026,Curtains,Home & Kitchen,458,1499697.98,43
2025-07-01,P1027,Air Freshener,Home & Kitchen,496,2082573.05,46
2025-07-01,P1028,Vacuum Cleaner,Home & Kitchen,203,667213.56,50
2025-07-01,P1029,Table Lamp,Home & Kitchen,353,992182.13,46
2025-07-01,P1030,Face Wash,Beauty & Personal Care,327,184197.4,45
2025-07-01,P1031,Shampoo,Beauty & Personal Care,577,1093927.21,43
2025-07-01,P1032,Body Lotion,Beauty & Personal Care,152,213239.32,43
2025-07-01,P1033,Perfume,Beauty & Personal Care,247,317755.46,45
2025-07-01,P1034,Hair Dryer,Beauty & Personal Care,205,982616.23,42
2025-07-01,P1035,Trimmer,Beauty & Personal Care,432,872598.78,49
2025-07-01,P1036,Sunscreen,Beauty & Personal Care,209,920841.32,41
2025-07-01,P1037,Lip Balm,Beauty & Personal Care,424,1340563.4,43
2025-07-01,P1038,Face Mask Pack,Beauty & Personal Care,76,299103.23,30
2025-07-01,P1039,Hair Oil,Beauty & Personal Care,263,663589.59,48
2025-07-01,P1040,Basmati Rice 5kg,Grocery,460,1340077.75,44
2025-07-01,P1041,Cooking Oil 1L,Grocery,1104,2737244.02,48
2025-07-01,P1042,Green Tea Box,Grocery,384,407308.03,46
2025-07-01,P1043,Almonds 500g,Grocery,324,1171713.66,45
2025-07-01,P1044,Instant Noodles Pack,Grocery,337,495873.08,46
2025-07-01,P1045,Coffee Powder,Grocery,484,110050.11,43
2025-07-01,P1046,Honey Jar,Grocery,463,1496959.6199999999,48
2025-07-01,P1047,Protein Bar Pack,Grocery,117,113401.06999999999,37
2025-07-01,P1048,Peanut Butter,Grocery,148,690088.96,44
2025-07-01,P1049,Oats Pack,Grocery,320,1500973.71,51
2025-07-01,P1050,Yoga Mat,Sports & Fitness,79,355040.04,30
2025-07-01,P1051,Dumbbell Set,Sports & Fitness,337,639704.46,47
2025-07-01,P1052,Resistance Bands,Sports & Fitness,162,28507.34,40
2025-07-01,P1053,Skipping Rope,Sports & Fitness,839,3789999.61,44
2025-07-01,P1054,Cricket Bat,Sports & Fitness,175,380464.52,44
2025-07-01,P1055,Football,Sports & Fitness,233,1119294.91,34
2025-07-01,P1056,Water Bottle,Sports & Fitness,770,3706008.28,45
2025-07-01,P1057,Fitness Tracker Band,Sports & Fitness,149,626747.23,44
2025-07-01,P1058,Gym Gloves,Sports & Fitness,147,224227.15,43
2025-07-01,P1059,Badminton Racket,Sports & Fitness,206,406367.15,42
2025-08-01,P1000,Wireless Earbuds,Electronics,110,494654.68,32
2025-08-01,P1001,Smartwatch,Electronics,210,661508.74,38
2025-08-01,P1002,Bluetooth Speaker,Electronics,445,767692.12,45
2025-08-01,P1003,Power Bank,Electronics,86,154046.9,32
2025-08-01,P1004,USB-C Cable,Electronics,301,1075496.75,47
2025-08-01,P1005,Laptop Stand,Electronics,681,3039462.88,51
2025-08-01,P1006,Webcam,Electronics,957,4141248.2,48
2025-08-01,P1007,Gaming Mouse,Electronics,552,2140149.63,45
2025-08-01,P1008,Mechanical Keyboard,Electronics,206,666099.46,42
2025-08-01,P1009,LED Monitor,Electronics,259,131817.24,48
2025-08-01,P1010,Men's T-Shirt,Fashion,362,320795.16,50
2025-08-01,P1011,Women's Kurti,Fashion,235,1041678.62,44
2025-08-01,P1012,Denim Jeans,Fashion,641,1921551.3900000001,45
2025-08-01,P1013,Running Shoes,Fashion,494,72321.04,47
2025-08-01,P1014,Formal Shirt,Fashion,595,357124.96,50
2025-08-01,P1015,Winter Jacket,Fashion,290,955250.0700000001,48
2025-08-01,P1016,Leather Wallet,Fashion,198,24906.989999999998,41
2025-08-01,P1017,Sunglasses,Fashion,723,635157.25,43
2025-08-01,P1018,Backpack,Fashion,291,801826.7,43
2025-08-01,P1019,Sneakers,Fashion,166,573595.46,44
2025-08-01,P1020,Non-stick Pan,Home & Kitchen,269,872715.97,47
2025-08-01,P1021,Electric Kettle,Home & Kitchen,625,737487.25,46
2025-08-01,P1022,Mixer Grinder,Home & Kitchen,131,468081.66,37
2025-08-01,P1023,LED Bulb Pack,Home & Kitchen,234,292442.57,47
2025-08-01,P1024,Storage Containers,Home & Kitchen,574,960697.84,52
2025-08-01,P1025,Bedsheet Set,Home & Kitchen,447,1677364.33,43
2025-08-01,P1026,Curtains,Home & Kitchen,519,1676354.33,47
2025-08-01,P1027,Air Freshener,Home & Kitchen,609,2589952.88,41
2025-08-01,P1028,Vacuum Cleaner,Home & Kitchen,228,742574.4400000001,43
2025-08-01,P1029,Table Lamp,Home & Kitchen,389,1113503.28,42
2025-08-01,P1030,Face Wash,Beauty & Personal Care,443,247574.48,46
2025-08-01,P1031,Shampoo,Beauty & Personal Care,554,1030503.96,48
2025-08-01,P1032,Body Lotion,Beauty & Personal Care,204,283932.77,51
2025-08-01,P1033,Perfume,Beauty & Personal Care,258,330865.52999999997,35
2025-08-01,P1034,Hair Dryer,Beauty & Personal Care,294,1407495.82,43
2025-08-01,P1035,Trimmer,Beauty & Personal Care,429,866642.55,48
2025-08-01,P1036,Sunscreen,Beauty & Personal Care,264,1166194.16,44
2025-08-01,P1037,Lip Balm,Beauty & Personal Care,467,1486988.75,46
2025-08-01,P1038,Face Mask Pack,Beauty & Personal Care,95,373324.64,35
2025-08-01,P1039,Hair Oil,Beauty & Personal Care,375,949448.48,41
2025-08-01,P1040,Basmati Rice 5kg,Grocery,514,1494417.2,48
2025-08-01,P1041,Cooking Oil 1L,Grocery,1253,3103639.62,51
2025-08-01,P1042,Green Tea Box,Grocery,446,468401.32,45
2025-08-01,P1043,Almonds 500g,Grocery,345,1227937.24,44
2025-08-01,P1044,Instant Noodles Pack,Grocery,378,548386.18,44
2025-08-01,P1045,Coffee Powder,Grocery,513,116560.46,49
2025-08-01,P1046,Honey Jar,Grocery,486,1552178.77,42
2025-08-01,P1047,Protein Bar Pack,Grocery,92,89508.88,33
2025-08-01,P1048,Peanut Butter,Grocery,189,877649.12,46
2025-08-01,P1049,Oats Pack,Grocery,324,1533018.71,48
2025-08-01,P1050,Yoga Mat,Sports & Fitness,108,483425.67,34
2025-08-01,P1051,Dumbbell Set,Sports & Fitness,394,744514.17,44
2025-08-01,P1052,Resistance Bands,Sports & Fitness,164,29244.489999999998,38
2025-08-01,P1053,Skipping Rope,Sports & Fitness,942,4350477.21,52
2025-08-01,P1054,Cricket Bat,Sports & Fitness,201,437951.38,44
2025-08-01,P1055,Football,Sports & Fitness,260,1244361.37,42
2025-08-01,P1056,Water Bottle,Sports & Fitness,814,3856150.78,49
2025-08-01,P1057,Fitness Tracker Band,Sports & Fitness,174,732742.51,46
2025-08-01,P1058,Gym Gloves,Sports & Fitness,176,268289.58,44
2025-08-01,P1059,Badminton Racket,Sports & Fitness,243,480293.0,48
2025-09-01,P1000,Wireless Earbuds,Electronics,105,462528.0,33
2025-09-01,P1001,Smartwatch,Electronics,187,591925.29,38
2025-09-01,P1002,Bluetooth Speaker,Electronics,365,630982.49,49
2025-09-01,P1003,Power Bank,Electronics,95,170501.88,35
2025-09-01,P1004,USB-C Cable,Electronics,339,1231071.31,46
2025-09-01,P1005,Laptop Stand,Electronics,643,2873542.41,45
2025-09-01,P1006,Webcam,Electronics,814,3586786.63,45
2025-09-01,P1007,Gaming Mouse,Electronics,480,1865487.66,44
2025-09-01,P1008,Mechanical Keyboard,Electronics,203,655680.72,39
2025-09-01,P1009,LED Monitor,Electronics,255,130776.26,43
2025-09-01,P1010,Men's T-Shirt,Fashion,340,302792.0,44
2025-09-01,P1011,Women's Kurti,Fashion,248,1109011.3,39
2025-09-01,P1012,Denim Jeans,Fashion,467,1413786.96,45
2025-09-01,P1013,Running Shoes,Fashion,440,64061.11,45
2025-09-01,P1014,Formal Shirt,Fashion,546,324853.46,47
2025-09-01,P1015,Winter Jacket,Fashion,294,984349.21,42
2025-09-01,P1016,Leather Wallet,Fashion,163,20504.23,38
2025-09-01,P1017,Sunglasses,Fashion,690,616680.35,42
2025-09-01,P1018,Backpack,Fashion,355,993908.0599999999,48
2025-09-01,P1019,Sneakers,Fashion,182,625636.6,41
2025-09-01,P1020,Non-stick Pan,Home & Kitchen,253,827615.32,44
2025-09-01,P1021,Electric Kettle,Home & Kitchen,587,693953.07,46
2025-09-01,P1022,Mixer Grinder,Home & Kitchen,126,448874.93,35
2025-09-01,P1023,LED Bulb Pack,Home & Kitchen,244,307141.75,44
2025-09-01,P1024,Storage Containers,Home & Kitchen,508,854282.42,41
2025-09-01,P1025,Bedsheet Set,Home & Kitchen,360,1339658.17,47
2025-09-01,P1026,Curtains,Home & Kitchen,500,1599578.22,45
2025-09-01,P1027,Air Freshener,Home & Kitchen,531,2252717.0300000003,43
2025-09-01,P1028,Vacuum Cleaner,Home & Kitchen,191,623515.73,38
2025-09-01,P1029,Table Lamp,Home & Kitchen,370,1058207.43,45
2025-09-01,P1030,Face Wash,Beauty & Personal Care,368,203826.82,41
2025-09-01,P1031,Shampoo,Beauty & Personal Care,564,1060605.64,45
2025-09-01,P1032,Body Lotion,Beauty & Personal Care,177,246321.0,41
2025-09-01,P1033,Perfume,Beauty & Personal Care,204,261215.14,37
2025-09-01,P1034,Hair Dryer,Beauty & Personal Care,293,1426141.39,41
2025-09-01,P1035,Trimmer,Beauty & Personal Care,413,818678.05,41
2025-09-01,P1036,Sunscreen,Beauty & Personal Care,251,1110817.55,39
2025-09-01,P1037,Lip Balm,Beauty & Personal Care,483,1522701.19,46
2025-09-01,P1038,Face Mask Pack,Beauty & Personal Care,65,255667.96,30
2025-09-01,P1039,Hair Oil,Beauty & Personal Care,310,786217.98,42
2025-09-01,P1040,Basmati Rice 5kg,Grocery,472,1367396.93,47
2025-09-01,P1041,Cooking Oil 1L,Grocery,1189,2956499.4,47
2025-09-01,P1042,Green Tea Box,Grocery,411,432414.41000000003,44
2025-09-01,P1043,Almonds 500g,Grocery,333,1197415.36,35
2025-09-01,P1044,Instant Noodles Pack,Grocery,367,537377.37,45
2025-09-01,P1045,Coffee Powder,Grocery,506,113933.22,48
2025-09-01,P1046,Honey Jar,Grocery,384,1213991.33,41
2025-09-01,P1047,Protein Bar Pack,Grocery,97,93242.58,35
2025-09-01,P1048,Peanut Butter,Grocery,168,781659.29,40
2025-09-01,P1049,Oats Pack,Grocery,370,1738214.74,44
2025-09-01,P1050,Yoga Mat,Sports & Fitness,107,483908.47000000003,37
2025-09-01,P1051,Dumbbell Set,Sports & Fitness,308,586775.11,40
2025-09-01,P1052,Resistance Bands,Sports & Fitness,128,22436.58,32
2025-09-01,P1053,Skipping Rope,Sports & Fitness,753,3446896.55,45
2025-09-01,P1054,Cricket Bat,Sports & Fitness,168,366971.09,44
2025-09-01,P1055,Football,Sports & Fitness,262,1256667.75,39
2025-09-01,P1056,Water Bottle,Sports & Fitness,777,3717469.2,40
2025-09-01,P1057,Fitness Tracker Band,Sports & Fitness,207,877206.86,44
2025-09-01,P1058,Gym Gloves,Sports & Fitness,156,238985.16999999998,38
2025-09-01,P1059,Badminton Racket,Sports & Fitness,202,393860.71,40
