month,product_id,product_name,category,demand,revenue,number_of_orders,lag_1,lag_2,lag_3,rolling_mean_3,month_number
2025-02-01,P1035,Trimmer,Beauty & Personal Care,346,688622.62,44,327.0,286.0,276.0,296.3333333333333,2
2025-03-01,P1035,Trimmer,Beauty & Personal Care,371,753896.79,43,346.0,327.0,286.0,319.6666666666667,3
2025-04-01,P1035,Trimmer,Beauty & Personal Care,427,859085.59,44,371.0,346.0,327.0,348.0,4
2025-05-01,P1035,Trimmer,Beauty & Personal Care,486,971967.0,52,427.0,371.0,346.0,381.3333333333333,5
2025-06-01,P1035,Trimmer,Beauty & Personal Care,505,1029652.66,49,486.0,427.0,371.0,428.0,6
2025-07-01,P1035,Trimmer,Beauty & Personal Care,432,872598.78,49,505.0,486.0,427.0,472.6666666666667,7
2025-08-01,P1035,Trimmer,Beauty & Personal Care,429,866642.55,48,432.0,505.0,486.0,474.3333333333333,8
2025-09-01,P1035,Trimmer,Beauty & Personal Care,413,818678.05,41,429.0,432.0,505.0,455.3333333333333,9
2024-01-01,P1036,Sunscreen,Beauty & Personal Care,286,1270751.1,43,394.0,329.0,341.0,354.6666666666667,1
2024-02-01,P1036,Sunscreen,Beauty & Personal Care,316,1383830.42,46,286.0,394.0,329.0,336.3333333333333,2
2024-03-01,P1036,Sunscreen,Beauty & Personal Care,311,1376421.2,50,316.0,286.0,394.0,332.0,3
2024-04-01,P1036,Sunscreen,Beauty & Personal Care,316,1412249.34,42,311.0,316.0,286.0,304.3333333333333,4
2024-05-01,P1036,Sunscreen,Beauty & Personal Care,284,1249686.64,43,316.0,311.0,316.0,314.3333333333333,5
2024-06-01,P1036,Sunscreen,Beauty & Personal Care,317,1389185.64,47,284.0,316.0,311.0,303.6666666666667,6
2024-07-01,P1036,Sunscreen,Beauty & Personal Care,328,1461460.21,48,317.0,284.0,316.0,305.6666666666667,7
2024-08-01,P1036,Sunscreen,Beauty & Personal Care,385,1727609.8,46,328.0,317.0,284.0,309.6666666666667,8
2024-09-01,P1036,Sunscreen,Beauty & Personal Care,265,1169727.51,42,385.0,328.0,317.0,343.3333333333333,9
2024-10-01,P1036,Sunscreen,Beauty & Personal Care,296,1303384.07,45,265.0,385.0,328.0,326.0,10
2024-11-01,P1036,Sunscreen,Beauty & Personal Care,215,956206.89,39,296.0,265.0,385.0,315.3333333333333,11
2024-12-01,P1036,Sunscreen,Beauty & Personal Care,271,1199081.15,47,215.0,296.0,265.0,258.6666666666667,12
2025-01-01,P1036,Sunscreen,Beauty & Personal Care,280,1233836.0,38,271.0,215.0,296.0,260.6666666666667,1
2025-02-01,P1036,Sunscreen,Beauty & Personal Care,208,914343.24,40,280.0,271.0,215.0,255.33333333333334,2
2025-03-01,P1036,Sunscreen,Beauty & Personal Care,235,1035870.33,49,208.0,280.0,271.0,253.0,3
2025-04-01,P1036,Sunscreen,Beauty & Personal Care,208,912121.44,38,235.0,208.0,280.0,241.0,4
2025-05-01,P1036,Sunscreen,Beauty & Personal Care,231,1020780.34,47,208.0,235.0,208.0,217.0,5
2025-06-01,P1036,Sunscreen,Beauty & Personal Care,224,999834.58,43,231.0,208.0,235.0,224.66666666666666,6
2025-07-01,P1036,Sunscreen,Beauty & Personal Care,209,920841.32,41,224.0,231.0,208.0,221.0,7
2025-08-01,P1036,Sunscreen,Beauty & Personal Care,264,1166194.16,44,209.0,224.0,231.0,221.33333333333334,8
2025-09-01,P1036,Sunscreen,Beauty & Personal Care,251,1110817.55,39,264.0,209.0,224.0,232.33333333333334,9
2024-01-01,P1037,Lip Balm,Beauty & Personal Care,304,953967.07,43,337.0,282.0,296.0,305.0,1
2024-02-01,P1037,Lip Balm,Beauty & Personal Care,265,829529.24,44,304.0,337.0,282.0,307.6666666666667,2
2024-03-01,P1037,Lip Balm,Beauty & Personal Care,327,1038713.18,46,265.0,304.0,337.0,302.0,3
2024-04-01,P1037,Lip Balm,Beauty & Personal Care,358,1137112.16,42,327.0,265.0,304.0,298.6666666666667,4
2024-05-01,P1037,Lip Balm,Beauty & Personal Care,323,1008702.13,43,358.0,327.0,265.0,316.6666666666667,5
2024-06-01,P1037,Lip Balm,Beauty & Personal Care,317,994584.57,41,323.0,358.0,327.0,336.0,6
2024-07-01,P1037,Lip Balm,Beauty & Personal Care,322,1014798.92,45,317.0,323.0,358.0,332.6666666666667,7
2024-08-01,P1037,Lip Balm,Beauty & Personal Care,402,1282145.39,45,322.0,317.0,323.0,320.6666666666667,8
2024-09-01,P1037,Lip Balm,Beauty & Personal Care,316,991457.29,37,402.0,322.0,317.0,347.0,9
2024-10-01,P1037,Lip Balm,Beauty & Personal Care,394,1235341.31,50,316.0,402.0,322.0,346.6666666666667,10
2024-11-01,P1037,Lip Balm,Beauty & Personal Care,380,1192422.39,44,394.0,316.0,402.0,370.6666666666667,11
2024-12-01,P1037,Lip Balm,Beauty & Personal Care,409,1274808.37,45,380.0,394.0,316.0,363.3333333333333,12
2025-01-01,P1037,Lip Balm,Beauty & Personal Care,382,1203241.75,40,409.0,380.0,394.0,394.3333333333333,1
2025-02-01,P1037,Lip Balm,Beauty & Personal Care,310,981188.55,42,382.0,409.0,380.0,390.3333333333333,2
2025-03-01,P1037,Lip Balm,Beauty & Personal Care,374,1165299.53,46,310.0,382.0,409.0,367.0,3
2025-04-01,P1037,Lip Balm,Beauty & Personal Care,387,1207944.78,47,374.0,310.0,382.0,355.3333333333333,4
2025-05-01,P1037,Lip Balm,Beauty & Personal Care,437,1390366.46,47,387.0,374.0,310.0,357.0,5
2025-06-01,P1037,Lip Balm,Beauty & Personal Care,417,1314403.86,46,437.0,387.0,374.0,399.3333333333333,6
2025-07-01,P1037,Lip Balm,Beauty & Personal Care,424,1340563.4,43,417.0,437.0,387.0,413.6666666666667,7
2025-08-01,P1037,Lip Balm,Beauty & Personal Care,467,1486988.75,46,424.0,417.0,437.0,426.0,8
2025-09-01,P1037,Lip Balm,Beauty & Personal Care,483,1522701.19,46,467.0,424.0,417.0,436.0,9
2024-01-01,P1038,Face Mask Pack,Beauty & Personal Care,82,329397.19,29,82.0,71.0,75.0,76.0,1
2024-02-01,P1038,Face Mask Pack,Beauty & Personal Care,60,235934.29,26,82.0,82.0,71.0,78.33333333333333,2
2024-03-01,P1038,Face Mask Pack,Beauty & Personal Care,71,280790.47,27,60.0,82.0,82.0,74.66666666666667,3
2024-04-01,P1038,Face Mask Pack,Beauty & Personal Care,61,239482.31,29,71.0,60.0,82.0,71.0,4
2024-05-01,P1038,Face Mask Pack,Beauty & Personal Care,90,356881.78,35,61.0,71.0,60.0,64.0,5
2024-06-01,P1038,Face Mask Pack,Beauty & Personal Care,81,316505.94,31,90.0,61.0,71.0,74.0,6
2024-07-01,P1038,Face Mask Pack,Beauty & Personal Care,63,246435.62,27,81.0,90.0,61.0,77.33333333333333,7
2024-08-01,P1038,Face Mask Pack,Beauty & Personal Care,80,312084.13,33,63.0,81.0,90.0,78.0,8
2024-09-01,P1038,Face Mask Pack,Beauty & Personal Care,51,200171.11,22,80.0,63.0,81.0,74.66666666666667,9
2024-10-01,P1038,Face Mask Pack,Beauty & Personal Care,84,336116.28,29,51.0,80.0,63.0,64.66666666666667,10
2024-11-01,P1038,Face Mask Pack,Beauty & Personal Care,78,312676.15,31,84.0,51.0,80.0,71.66666666666667,11
2024-12-01,P1038,Face Mask Pack,Beauty & Personal Care,79,313075.92,29,78.0,84.0,51.0,71.0,12
2025-01-01,P1038,Face Mask Pack,Beauty & Personal Care,76,297823.19,26,79.0,78.0,84.0,80.33333333333333,1
2025-02-01,P1038,Face Mask Pack,Beauty & Personal Care,69,271772.59,29,76.0,79.0,78.0,77.66666666666667,2
2025-03-01,P1038,Face Mask Pack,Beauty & Personal Care,87,341134.2,38,69.0,76.0,79.0,74.66666666666667,3
2025-04-01,P1038,Face Mask Pack,Beauty & Personal Care,62,241136.55,28,87.0,69.0,76.0,77.33333333333333,4
2025-05-01,P1038,Face Mask Pack,Beauty & Personal Care,94,368367.71,35,62.0,87.0,69.0,72.66666666666667,5
2025-06-01,P1038,Face Mask Pack,Beauty & Personal Care,64,249368.98,26,94.0,62.0,87.0,81.0,6
2025-07-01,P1038,Face Mask Pack,Beauty & Personal Care,76,299103.23,30,64.0,94.0,62.0,73.33333333333333,7
2025-08-01,P1038,Face Mask Pack,Beauty & Personal Care,95,373324.64,35,76.0,64.0,94.0,78.0,8
2025-09-01,P1038,Face Mask Pack,Beauty & Personal Care,65,255667.96,30,95.0,76.0,64.0,78.33333333333333,9
2024-01-01,P1039,Hair Oil,Beauty & Personal Care,261,655902.05,45,341.0,319.0,261.0,307.0,1
2024-02-01,P1039,Hair Oil,Beauty & Personal Care,225,564078.8,45,261.0,341.0,319.0,307.0,2
2024-03-01,P1039,Hair Oil,Beauty & Personal Care,308,780002.01,50,225.0,261.0,341.0,275.6666666666667,3
2024-04-01,P1039,Hair Oil,Beauty & Personal Care,269,671405.71,45,308.0,225.0,261.0,264.6666666666667,4
2024-05-01,P1039,Hair Oil,Beauty & Personal Care,307,779067.92,47,269.0,308.0,225.0,267.3333333333333,5
2024-06-01,P1039,Hair Oil,Beauty & Personal Care,338,853805.2,41,307.0,269.0,308.0,294.6666666666667,6
2024-07-01,P1039,Hair Oil,Beauty & Personal Care,300,761713.64,48,338.0,307.0,269.0,304.6666666666667,7
2024-08-01,P1039,Hair Oil,Beauty & Personal Care,310,778846.02,44,300.0,338.0,307.0,315.0,8
2024-09-01,P1039,Hair Oil,Beauty & Personal Care,256,646085.98,42,310.0,300.0,338.0,316.0,9
2024-10-01,P1039,Hair Oil,Beauty & Personal Care,310,774272.5800000001,42,256.0,310.0,300.0,288.6666666666667,10
2024-11-01,P1039,Hair Oil,Beauty & Personal Care,284,718184.21,41,310.0,256.0,310.0,292.0,11
2024-12-01,P1039,Hair Oil,Beauty & Personal Care,305,759634.56,42,284.0,310.0,256.0,283.3333333333333,12
2025-01-01,P1039,Hair Oil,Beauty & Personal Care,275,698944.25,40,305.0,284.0,310.0,299.6666666666667,1
2025-02-01,P1039,Hair Oil,Beauty & Personal Care,244,608364.45,37,275.0,305.0,284.0,288.0,2
2025-03-01,P1039,Hair Oil,Beauty & Personal Care,292,742508.02,46,244.0,275.0,305.0,274.6666666666667,3
2025-04-01,P1039,Hair Oil,Beauty & Personal Care,294,745991.0,46,292.0,244.0,275.0,270.3333333333333,4
2025-05-01,P1039,Hair Oil,Beauty & Personal Care,285,726670.42,46,294.0,292.0,244.0,276.6666666666667,5
2025-06-01,P1039,Hair Oil,Beauty & Personal Care,288,729719.1,42,285.0,294.0,292.0,290.3333333333333,6
2025-07-01,P1039,Hair Oil,Beauty & Personal Care,263,663589.59,48,288.0,285.0,294.0,289.0,7
2025-08-01,P1039,Hair Oil,Beauty & Personal Care,375,949448.48,41,263.0,288.0,285.0,278.6666666666667,8
2025-09-01,P1039,Hair Oil,Beauty & Personal Care,310,786217.98,42,375.0,263.0,288.0,308.6666666666667,9
2024-01-01,P1040,Basmati Rice 5kg,Grocery,305,876745.55,48,358.0,297.0,296.0,317.0,1
2024-02-01,P1040,Basmati Rice 5kg,Grocery,312,908545.44,45,305.0,358.0,297.0,320.0,2
2024-03-01,P1040,Basmati Rice 5kg,Grocery,315,906941.18,53,312.0,305.0,358.0,325.0,3
2024-04-01,P1040,Basmati Rice 5kg,Grocery,347,996484.42,42,315.0,312.0,305.0,310.6666666666667,4
2024-05-01,P1040,Basmati Rice 5kg,Grocery,355,1030919.16,46,347.0,315.0,312.0,324.6666666666667,5
2024-06-01,P1040,Basmati Rice 5kg,Grocery,378,1080636.66,47,355.0,347.0,315.0,339.0,6
2024-07-01,P1040,Basmati Rice 5kg,Grocery,391,1139958.91,46,378.0,355.0,347.0,360.0,7
2024-08-01,P1040,Basmati Rice 5kg,Grocery,439,1265543.04,46,391.0,378.0,355.0,374.6666666666667,8
2024-09-01,P1040,Basmati Rice 5kg,Grocery,357,1037341.82,46,439.0,391.0,378.0,402.6666666666667,9
2024-10-01,P1040,Basmati Rice 5kg,Grocery,392,1136027.76,44,357.0,439.0,391.0,395.6666666666667,10
2024-11-01,P1040,Basmati Rice 5kg,Grocery,332,966379.52,47,392.0,357.0,439.0,396.0,11
2024-12-01,P1040,Basmati Rice 5kg,Grocery,428,1242441.51,47,332.0,392.0,357.0,360.3333333333333,12
2025-01-01,P1040,Basmati Rice 5kg,Grocery,405,1169183.53,46,428.0,332.0,392.0,384.0,1
2025-02-01,P1040,Basmati Rice 5kg,Grocery,377,1107285.62,38,405.0,428.0,332.0,388.3333333333333,2
2025-03-01,P1040,Basmati Rice 5kg,Grocery,405,1169640.04,50,377.0,405.0,428.0,403.3333333333333,3
2025-04-01,P1040,Basmati Rice 5kg,Grocery,428,1232174.92,47,405.0,377.0,405.0,395.6666666666667,4
2025-05-01,P1040,Basmati Rice 5kg,Grocery,459,1325832.81,47,428.0,405.0,377.0,403.3333333333333,5
2025-06-01,P1040,Basmati Rice 5kg,Grocery,428,1234696.99,40,459.0,428.0,405.0,430.6666666666667,6
2025-07-01,P1040,Basmati Rice 5kg,Grocery,460,1340077.75,44,428.0,459.0,428.0,438.3333333333333,7
2025-08-01,P1040,Basmati Rice 5kg,Grocery,514,1494417.2,48,460.0,428.0,459.0,449.0,8
2025-09-01,P1040,Basmati Rice 5kg,Grocery,472,1367396.93,47,514.0,460.0,428.0,467.3333333333333,9
2024-01-01,P1041,Cooking Oil 1L,Grocery,1087,2701552.47,47,1191.0,1138.0,1112.0,1147.0,1
2024-02-01,P1041,Cooking Oil 1L,Grocery,953,2375667.93,46,1087.0,1191.0,1138.0,1138.6666666666667,2
2024-03-01,P1041,Cooking Oil 1L,Grocery,1060,2602663.63,46,953.0,1087.0,1191.0,1077.0,3
2024-04-01,P1041,Cooking Oil 1L,Grocery,1102,2765779.03,39,1060.0,953.0,1087.0,1033.3333333333333,4
2024-05-01,P1041,Cooking Oil 1L,Grocery,1149,2832337.3,47,1102.0,1060.0,953.0,1038.3333333333333,5
2024-06-01,P1041,Cooking Oil 1L,Grocery,1109,2755629.11,42,1149.0,1102.0,1060.0,1103.6666666666667,6
2024-07-01,P1041,Cooking Oil 1L,Grocery,1154,2873738.42,46,1109.0,1149.0,1102.0,1120.0,7
2024-08-01,P1041,Cooking Oil 1L,Grocery,1293,3237487.6,49,1154.0,1109.0,1149.0,1137.3333333333333,8
2024-09-01,P1041,Cooking Oil 1L,Grocery,907,2233316.64,47,1293.0,1154.0,1109.0,1185.3333333333333,9
2024-10-01,P1041,Cooking Oil 1L,Grocery,1073,2655657.33,48,907.0,1293.0,1154.0,1118.0,10
2024-11-01,P1041,Cooking Oil 1L,Grocery,902,2256998.5,49,1073.0,907.0,1293.0,1091.0,11
2024-12-01,P1041,Cooking Oil 1L,Grocery,1074,2687484.07,49,902.0,1073.0,907.0,960.6666666666666,12
2025-01-01,P1041,Cooking Oil 1L,Grocery,1027,2561624.35,47,1074.0,902.0,1073.0,1016.3333333333334,1
2025-02-01,P1041,Cooking Oil 1L,Grocery,905,2255985.26,44,1027.0,1074.0,902.0,1001.0,2
2025-03-01,P1041,Cooking Oil 1L,Grocery,1055,2619472.56,48,905.0,1027.0,1074.0,1002.0,3
2025-04-01,P1041,Cooking Oil 1L,Grocery,1078,2691636.38,47,1055.0,905.0,1027.0,995.6666666666666,4
2025-05-01,P1041,Cooking Oil 1L,Grocery,1135,2835062.58,48,1078.0,1055.0,905.0,1012.6666666666666,5
2025-06-01,P1041,Cooking Oil 1L,Grocery,1224,3015726.54,45,1135.0,1078.0,1055.0,1089.3333333333333,6
2025-07-01,P1041,Cooking Oil 1L,Grocery,1104,2737244.02,48,1224.0,1135.0,1078.0,1145.6666666666667,7
2025-08-01,P1041,Cooking Oil 1L,Grocery,1253,3103639.62,51,1104.0,1224.0,1135.0,1154.3333333333333,8
2025-09-01,P1041,Cooking Oil 1L,Grocery,1189,2956499.4,47,1253.0,1104.0,1224.0,1193.6666666666667,9
2024-01-01,P1042,Green Tea Box,Grocery,311,326331.51,44,306.0,272.0,240.0,272.6666666666667,1
2024-02-01,P1042,Green Tea Box,Grocery,243,254737.47,43,311.0,306.0,272.0,296.3333333333333,2
2024-03-01,P1042,Green Tea Box,Grocery,269,282075.0,41,243.0,311.0,306.0,286.6666666666667,3
2024-04-01,P1042,Green Tea Box,Grocery,266,280400.63,43,269.0,243.0,311.0,274.3333333333333,4
2024-05-01,P1042,Green Tea Box,Grocery,304,320128.08,52,266.0,269.0,243.0,259.3333333333333,5
2024-06-01,P1042,Green Tea Box,Grocery,280,295181.04,44,304.0,266.0,269.0,279.6666666666667,6
2024-07-01,P1042,Green Tea Box,Grocery,313,327940.45,43,280.0,304.0,266.0,283.3333333333333,7
2024-08-01,P1042,Green Tea Box,Grocery,365,382431.72,44,313.0,280.0,304.0,299.0,8
2024-09-01,P1042,Green Tea Box,Grocery,290,305997.64,46,365.0,313.0,280.0,319.3333333333333,9
2024-10-01,P1042,Green Tea Box,Grocery,383,405887.88,40,290.0,365.0,313.0,322.6666666666667,10
2024-11-01,P1042,Green Tea Box,Grocery,369,389501.6,44,383.0,290.0,365.0,346.0,11
2024-12-01,P1042,Green Tea Box,Grocery,347,363160.46,48,369.0,383.0,290.0,347.3333333333333,12
2025-01-01,P1042,Green Tea Box,Grocery,371,389596.07,50,347.0,369.0,383.0,366.3333333333333,1
2025-02-01,P1042,Green Tea Box,Grocery,299,317749.49,39,371.0,347.0,369.0,362.3333333333333,2
2025-03-01,P1042,Green Tea Box,Grocery,370,387898.56,46,299.0,371.0,347.0,339.0,3
2025-04-01,P1042,Green Tea Box,Grocery,366,383064.07,45,370.0,299.0,371.0,346.6666666666667,4
2025-05-01,P1042,Green Tea Box,Grocery,359,377212.01,44,366.0,370.0,299.0,345.0,5
2025-06-01,P1042,Green Tea Box,Grocery,392,409424.16,48,359.0,366.0,370.0,365.0,6
2025-07-01,P1042,Green Tea Box,Grocery,384,407308.03,46,392.0,359.0,366.0,372.3333333333333,7
2025-08-01,P1042,Green Tea Box,Grocery,446,468401.32,45,384.0,392.0,359.0,378.3333333333333,8
2025-09-01,P1042,Green Tea Box,Grocery,411,432414.41,44,446.0,384.0,392.0,407.3333333333333,9
2024-01-01,P1043,Almonds 500g,Grocery,447,1616922.68,43,367.0,365.0,367.0,366.3333333333333,1
2024-02-01,P1043,Almonds 500g,Grocery,277,994306.73,40,447.0,367.0,365.0,393.0,2
2024-03-01,P1043,Almonds 500g,Grocery,299,1070954.16,41,277.0,447.0,367.0,363.6666666666667,3
2024-04-01,P1043,Almonds 500g,Grocery,318,1143901.78,36,299.0,277.0,447.0,341.0,4
2024-05-01,P1043,Almonds 500g,Grocery,389,1400285.98,50,318.0,299.0,277.0,298.0,5
2024-06-01,P1043,Almonds 500g,Grocery,373,1342384.39,33,389.0,318.0,299.0,335.3333333333333,6
2024-07-01,P1043,Almonds 500g,Grocery,373,1333275.76,44,373.0,389.0,318.0,360.0,7
2024-08-01,P1043,Almonds 500g,Grocery,358,1297323.45,44,373.0,373.0,389.0,378.3333333333333,8
2024-09-01,P1043,Almonds 500g,Grocery,393,1423104.8,45,358.0,373.0,373.0,368.0,9
2024-10-01,P1043,Almonds 500g,Grocery,385,1387809.29,41,393.0,358.0,373.0,374.6666666666667,10
2024-11-01,P1043,Almonds 500g,Grocery,408,1450424.07,46,385.0,393.0,358.0,378.6666666666667,11
2024-12-01,P1043,Almonds 500g,Grocery,398,1408502.73,48,408.0,385.0,393.0,395.3333333333333,12
2025-01-01,P1043,Almonds 500g,Grocery,308,1125119.94,46,398.0,408.0,385.0,397.0,1
2025-02-01,P1043,Almonds 500g,Grocery,321,1149143.48,39,308.0,398.0,408.0,371.3333333333333,2
2025-03-01,P1043,Almonds 500g,Grocery,337,1202238.89,44,321.0,308.0,398.0,342.3333333333333,3
2025-04-01,P1043,Almonds 500g,Grocery,352,1259433.03,39,337.0,321.0,308.0,322.0,4
2025-05-01,P1043,Almonds 500g,Grocery,384,1387236.98,44,352.0,337.0,321.0,336.6666666666667,5
2025-06-01,P1043,Almonds 500g,Grocery,339,1226774.62,41,384.0,352.0,337.0,357.6666666666667,6
2025-07-01,P1043,Almonds 500g,Grocery,324,1171713.66,45,339.0,384.0,352.0,358.3333333333333,7
2025-08-01,P1043,Almonds 500g,Grocery,345,1227937.24,44,324.0,339.0,384.0,349.0,8
2025-09-01,P1043,Almonds 500g,Grocery,333,1197415.36,35,345.0,324.0,339.0,336.0,9
2024-01-01,P1044,Instant Noodles Pack,Grocery,566,824593.48,48,669.0,533.0,624.0,608.6666666666666,1
2024-02-01,P1044,Instant Noodles Pack,Grocery,392,575332.04,42,566.0,669.0,533.0,589.3333333333334,2
2024-03-01,P1044,Instant Noodles Pack,Grocery,490,710729.32,52,392.0,566.0,669.0,542.3333333333334,3
2024-04-01,P1044,Instant Noodles Pack,Grocery,523,750497.14,45,490.0,392.0,566.0,482.6666666666667,4
2024-05-01,P1044,Instant Noodles Pack,Grocery,502,718648.39,44,523.0,490.0,392.0,468.3333333333333,5
2024-06-01,P1044,Instant Noodles Pack,Grocery,484,707682.86,42,502.0,523.0,490.0,505.0,6
2024-07-01,P1044,Instant Noodles Pack,Grocery,465,680056.21,46,484.0,502.0,523.0,503.0,7
2024-08-01,P1044,Instant Noodles Pack,Grocery,511,752400.76,43,465.0,484.0,502.0,483.6666666666667,8
2024-09-01,P1044,Instant Noodles Pack,Grocery,453,657894.53,45,511.0,465.0,484.0,486.6666666666667,9
2024-10-01,P1044,Instant Noodles Pack,Grocery,471,678079.1,51,453.0,511.0,465.0,476.3333333333333,10
2024-11-01,P1044,Instant Noodles Pack,Grocery,355,511647.01,43,471.0,453.0,511.0,478.3333333333333,11
2024-12-01,P1044,Instant Noodles Pack,Grocery,533,761491.0,46,355.0,471.0,453.0,426.3333333333333,12
2025-01-01,P1044,Instant Noodles Pack,Grocery,392,569025.73,44,533.0,355.0,471.0,453.0,1
2025-02-01,P1044,Instant Noodles Pack,Grocery,327,474763.62,44,392.0,533.0,355.0,426.6666666666667,2
2025-03-01,P1044,Instant Noodles Pack,Grocery,435,637838.28,50,327.0,392.0,533.0,417.3333333333333,3
2025-04-01,P1044,Instant Noodles Pack,Grocery,407,589603.29,51,435.0,327.0,392.0,384.6666666666667,4
2025-05-01,P1044,Instant Noodles Pack,Grocery,444,644971.65,44,407.0,435.0,327.0,389.6666666666667,5
2025-06-01,P1044,Instant Noodles Pack,Grocery,381,554328.37,41,444.0,407.0,435.0,428.6666666666667,6
2025-07-01,P1044,Instant Noodles Pack,Grocery,337,495873.08,46,381.0,444.0,407.0,410.6666666666667,7
2025-08-01,P1044,Instant Noodles Pack,Grocery,378,548386.18,44,337.0,381.0,444.0,387.3333333333333,8
2025-09-01,P1044,Instant Noodles Pack,Grocery,367,537377.37,45,378.0,337.0,381.0,365.3333333333333,9
2024-01-01,P1045,Coffee Powder,Grocery,447,100664.81,46,414.0,437.0,476.0,442.3333333333333,1
2024-02-01,P1045,Coffee Powder,Grocery,417,94555.54,43,447.0,414.0,437.0,432.6666666666667,2
2024-03-01,P1045,Coffee Powder,Grocery,440,99162.25,48,417.0,447.0,414.0,426.0,3
2024-04-01,P1045,Coffee Powder,Grocery,444,98733.24,40,440.0,417.0,447.0,434.6666666666667,4
2024-05-01,P1045,Coffee Powder,Grocery,390,87153.58,50,444.0,440.0,417.0,433.6666666666667,5
2024-06-01,P1045,Coffee Powder,Grocery,481,108885.69,46,390.0,444.0,440.0,424.6666666666667,6
2024-07-01,P1045,Coffee Powder,Grocery,478,108800.0,43,481.0,390.0,444.0,438.3333333333333,7
2024-08-01,P1045,Coffee Powder,Grocery,480,107724.75,47,478.0,481.0,390.0,449.6666666666667,8
2024-09-01,P1045,Coffee Powder,Grocery,391,86698.01,42,480.0,478.0,481.0,479.6666666666667,9
2024-10-01,P1045,Coffee Powder,Grocery,544,123260.08,49,391.0,480.0,478.0,449.6666666666667,10
2024-11-01,P1045,Coffee Powder,Grocery,432,96818.41,44,544.0,391.0,480.0,471.6666666666667,11
2024-12-01,P1045,Coffee Powder,Grocery,470,107154.45,47,432.0,544.0,391.0,455.6666666666667,12
2025-01-01,P1045,Coffee Powder,Grocery,504,114115.85,45,470.0,432.0,544.0,482.0,1
2025-02-01,P1045,Coffee Powder,Grocery,400,90407.79,37,504.0,470.0,432.0,468.6666666666667,2
2025-03-01,P1045,Coffee Powder,Grocery,475,106525.91,46,400.0,504.0,470.0,458.0,3
2025-04-01,P1045,Coffee Powder,Grocery,428,96594.63,44,475.0,400.0,504.0,459.6666666666667,4
2025-05-01,P1045,Coffee Powder,Grocery,467,106095.14,43,428.0,475.0,400.0,434.3333333333333,5
2025-06-01,P1045,Coffee Powder,Grocery,414,94296.6,42,467.0,428.0,475.0,456.6666666666667,6
2025-07-01,P1045,Coffee Powder,Grocery,484,110050.11,43,414.0,467.0,428.0,436.3333333333333,7
2025-08-01,P1045,Coffee Powder,Grocery,513,116560.46,49,484.0,414.0,467.0,455.0,8
2025-09-01,P1045,Coffee Powder,Grocery,506,113933.22,48,513.0,484.0,414.0,470.3333333333333,9
2024-01-01,P1046,Honey Jar,Grocery,615,1970016.98,46,636.0,645.0,700.0,660.3333333333334,1
2024-02-01,P1046,Honey Jar,Grocery,554,1781852.72,47,615.0,636.0,645.0,632.0,2
2024-03-01,P1046,Honey Jar,Grocery,593,1905317.03,50,554.0,615.0,636.0,601.6666666666666,3
2024-04-01,P1046,Honey Jar,Grocery,647,2076304.3,46,593.0,554.0,615.0,587.3333333333334,4
2024-05-01,P1046,Honey Jar,Grocery,625,1995626.41,49,647.0,593.0,554.0,598.0,5
2024-06-01,P1046,Honey Jar,Grocery,544,1765727.21,47,625.0,647.0,593.0,621.6666666666666,6
2024-07-01,P1046,Honey Jar,Grocery,567,1822785.36,47,544.0,625.0,647.0,605.3333333333334,7
2024-08-01,P1046,Honey Jar,Grocery,543,1743499.15,45,567.0,544.0,625.0,578.6666666666666,8
2024-09-01,P1046,Honey Jar,Grocery,474,1523853.59,46,543.0,567.0,544.0,551.3333333333334,9
2024-10-01,P1046,Honey Jar,Grocery,581,1884018.31,42,474.0,543.0,567.0,528.0,10
2024-11-01,P1046,Honey Jar,Grocery,455,1475449.84,45,581.0,474.0,543.0,532.6666666666666,11
2024-12-01,P1046,Honey Jar,Grocery,488,1582891.83,50,455.0,581.0,474.0,503.3333333333333,12
2025-01-01,P1046,Honey Jar,Grocery,457,1468660.62,46,488.0,455.0,581.0,508.0,1
2025-02-01,P1046,Honey Jar,Grocery,391,1256158.73,46,457.0,488.0,455.0,466.6666666666667,2
2025-03-01,P1046,Honey Jar,Grocery,457,1468238.75,49,391.0,457.0,488.0,445.3333333333333,3
2025-04-01,P1046,Honey Jar,Grocery,387,1245966.56,45,457.0,391.0,457.0,435.0,4
2025-05-01,P1046,Honey Jar,Grocery,467,1489070.93,41,387.0,457.0,391.0,411.6666666666667,5
2025-06-01,P1046,Honey Jar,Grocery,439,1403666.04,44,467.0,387.0,457.0,437.0,6
2025-07-01,P1046,Honey Jar,Grocery,463,1496959.62,48,439.0,467.0,387.0,431.0,7
2025-08-01,P1046,Honey Jar,Grocery,486,1552178.77,42,463.0,439.0,467.0,456.3333333333333,8
2025-09-01,P1046,Honey Jar,Grocery,384,1213991.33,41,486.0,463.0,439.0,462.6666666666667,9
2024-01-01,P1047,Protein Bar Pack,Grocery,105,102017.85,38,126.0,86.0,117.0,109.66666666666667,1
2024-02-01,P1047,Protein Bar Pack,Grocery,99,96592.73,33,105.0,126.0,86.0,105.66666666666667,2
2024-03-01,P1047,Protein Bar Pack,Grocery,89,85778.87,30,99.0,105.0,126.0,110.0,3
